,larva(1),larva(4),larva(6)
tail_y(1119),1164,628,673
tail_y(1120),1164,628,673
tail_y(1121),1165,628,673
tail_y(1122),1165,627,673
tail_y(1123),1165,626,673
tail_y(1124),1164,623,673
tail_y(1125),1164,625,673
tail_y(1126),1165,625,674
tail_y(1127),1164,625,676
tail_y(1128),1165,625,676
tail_y(1129),1164,625,677
tail_y(1130),1164,624,677
tail_y(1131),1164,622,677
tail_y(1132),1164,622,677
tail_y(1133),1165,621,676
tail_y(1134),1164,621,677
tail_y(1135),1164,621,677
tail_y(1136),1164,622,677
tail_y(1137),1163,621,677
tail_y(1138),1164,620,678
tail_y(1139),1164,621,677
tail_y(1140),1163,620,677
tail_y(1141),1163,619,677
tail_y(1142),1163,620,680
tail_y(1143),1162,619,679
tail_y(1144),1161,619,681
tail_y(1145),1162,619,682
tail_y(1146),1161,620,683
tail_y(1147),1162,619,682
tail_y(1148),1161,619,681
tail_y(1149),1160,617,682
tail_y(1150),1160,617,682
tail_y(1151),1159,617,681
tail_y(1152),1160,617,682
tail_y(1153),1162,616,683
tail_y(1154),1162,616,683
tail_y(1155),1162,616,683
tail_y(1156),1162,615,685
tail_y(1157),1163,615,686
tail_y(1158),1164,614,687
tail_y(1159),1165,615,687
tail_y(1160),1165,612,687
tail_y(1161),1165,613,686
tail_y(1162),1165,611,686
tail_y(1163),1166,614,686
tail_y(1164),1165,612,687
tail_y(1165),1166,611,686
tail_y(1166),1167,610,687
tail_y(1167),1166,609,688
tail_y(1168),1167,610,689
tail_y(1169),1168,609,691
tail_y(1170),1169,608,692
tail_y(1171),1170,608,692
tail_y(1172),1170,608,692
tail_y(1173),1170,608,691
tail_y(1174),1169,608,691
tail_y(1175),1170,608,691
tail_y(1176),1171,607,691
tail_y(1177),1172,606,691
tail_y(1178),1174,604,691
tail_y(1179),1174,606,691
tail_y(1180),1174,604,691
tail_y(1181),1175,604,691
tail_y(1182),1176,605,691
tail_y(1183),1177,606,692
tail_y(1184),1177,605,693
tail_y(1185),1177,602,695
tail_y(1186),1178,604,696
tail_y(1187),1179,601,697
tail_y(1188),1180,601,698
tail_y(1189),1181,602,697
tail_y(1190),1182,602,697
tail_y(1191),1182,601,697
tail_y(1192),1182,600,697
tail_y(1193),1182,601,697
tail_y(1194),1182,599,697
tail_y(1195),1183,599,698
tail_y(1196),1184,597,698
tail_y(1197),1185,596,699
tail_y(1198),1187,597,700
tail_y(1199),1187,598,702
radius_1(0),3.32389,3.81969,4.44963
radius_1(1),3.85752,3.79254,4.43246
radius_1(2),3.53894,4.04843,4.14401
radius_1(3),3.8445,4.32023,4.97944
radius_1(4),3.0678,3.55512,4.83758
radius_1(5),3.68971,3.50299,4.63422
radius_1(6),3.28888,3.03557,4.93924
radius_1(7),3.49066,3.13317,4.79584
radius_1(8),3.20302,3.28404,5.01165
radius_1(9),3.48816,3.87752,4.57073
radius_1(10),3.69336,3.53712,4.394
radius_1(11),3.35413,3.08867,4.11455
radius_1(12),3.35349,3.08973,4.32041
radius_1(13),3.58604,3.50362,3.91977
radius_1(14),3.65009,3.43078,4.00773
radius_1(15),3.50736,3.06607,3.98658
radius_1(16),3.52475,3.26023,3.96023
radius_1(17),3.62408,3.10156,4.13414
radius_1(18),3.62714,3.23822,4.08535
radius_1(19),4.01974,3.27892,4.20979
radius_1(20),3.80424,3.237,4.20281
radius_1(21),3.42218,3.09625,4.00773
radius_1(22),3.8454,3.31952,3.72497
radius_1(23),3.64716,3.51211,3.80204
radius_1(24),3.51974,3.47284,3.62416
radius_1(25),3.7977,3.80621,4.62869
radius_1(26),3.59183,3.60114,3.87425
radius_1(27),3.31024,3.93027,3.86931
radius_1(28),3.50383,4.02103,4.18954
radius_1(29),3.79537,4.117,4.22184
radius_1(30),3.594,3.92737,4.30498
radius_1(31),3.3186,4.07044,4.15231
radius_1(32),3.59131,4.43384,4.19141
radius_1(33),3.65282,4.3089,4.22744
radius_1(34),3.54591,4.51947,3.86885
radius_1(35),3.67857,4.51068,3.86078
radius_1(36),3.60507,4.51415,3.95598
radius_1(37),3.75069,3.96296,3.64265
radius_1(38),3.70374,4.54457,4.04506
radius_1(39),3.74826,4.54089,3.75556
radius_1(40),3.85242,3.60158,3.94916
radius_1(41),3.72151,4.04861,3.62442
radius_1(42),3.82038,3.98145,4.15697
radius_1(43),4.06886,4.199,3.67469
radius_1(44),4.01941,5.07049,4.00058
radius_1(45),3.81494,4.46783,3.85279
radius_1(46),3.47785,4.64954,4.50323
radius_1(47),3.7345,4.61088,4.13716
radius_1(48),3.547,4.37683,4.30919
radius_1(49),3.68909,4.15928,4.08964
radius_1(50),3.98474,4.46978,3.94287
radius_1(51),3.81248,4.29759,4.18818
radius_1(52),3.85327,4.12354,3.85094
radius_1(53),3.72473,4.00754,3.86669
radius_1(54),3.98572,3.83127,3.54338
radius_1(55),3.50299,4.66906,3.9442
radius_1(56),4.05542,4.64459,3.94329
radius_1(57),3.80591,4.57633,4.01854
radius_1(58),3.77318,4.13147,3.76388
radius_1(59),3.67896,4.2876,3.77841
radius_1(60),3.79175,4.20742,3.81039
radius_1(61),3.6686,4.22937,3.90345
radius_1(62),4.28044,3.77466,4.13966
radius_1(63),3.63513,4.10547,4.54607
radius_1(64),3.17348,3.85492,4.32878
radius_1(65),3.22053,3.77783,4.07126
radius_1(66),3.70434,3.63335,4.10492
radius_1(67),3.57301,3.755,3.79802
radius_1(68),4.02523,4.26418,3.88846
radius_1(69),3.66799,4.11035,4.19896
radius_1(70),3.53062,4.00104,4.31351
radius_1(71),3.75761,4.02289,3.85629
radius_1(72),3.91541,3.94537,4.30962
radius_1(73),3.71509,4.1134,3.85167
radius_1(74),3.86245,3.69171,3.75547
radius_1(75),3.67517,4.13394,4.01656
radius_1(76),3.79054,3.85217,3.94295
radius_1(77),3.63049,3.74542,4.27614
radius_1(78),3.66324,3.98444,4.23306
radius_1(79),3.85474,4.08966,4.52943
radius_1(80),3.84623,4.2998,4.27445
radius_1(81),3.28178,3.35257,3.93069
radius_1(82),2.94358,3.79834,3.93492
radius_1(83),3.68563,4.07348,4.18701
radius_1(84),3.4201,4.0413,4.00743
radius_1(85),3.44503,3.63903,4.01066
radius_1(86),3.64205,4.03339,4.12348
radius_1(87),3.45474,3.81659,3.84028
radius_1(88),3.98799,3.50301,4.10432
radius_1(89),3.66621,3.6192,3.96235
radius_1(90),4.08912,3.80524,3.83423
radius_1(91),3.79532,4.03314,3.50532
radius_1(92),3.64874,3.85997,3.96461
radius_1(93),3.7171,3.61074,4.50733
radius_1(94),3.09665,4.27404,4.53878
radius_1(95),3.445,4.04781,4.12555
radius_1(96),3.87498,3.3451,3.83915
radius_1(97),3.97854,3.78152,4.15464
radius_1(98),3.97189,3.70465,3.94414
radius_1(99),3.81063,4.05835,4.12555
radius_1(100),3.8442,4.17184,4.04817
radius_1(101),4.1874,4.09717,4.08969
radius_1(102),4.26219,4.30981,3.27532
radius_1(103),4.02183,4.13501,3.74933
radius_1(104),3.80919,4.20176,3.91507
radius_1(105),3.45789,4.44855,3.96903
radius_1(106),2.97319,3.94557,4.08872
radius_1(107),4.15435,4.18165,4.29445
radius_1(108),3.43728,4.17292,4.41212
radius_1(109),4.19996,3.68558,4.38264
radius_1(110),3.2618,3.59692,4.16708
radius_1(111),3.58085,3.70037,4.34765
radius_1(112),3.84381,3.46626,4.44721
radius_1(113),3.61518,3.92344,4.13017
radius_1(114),3.78443,4.19299,4.19141
radius_1(115),3.47959,4.43205,3.69711
radius_1(116),3.49065,4.32634,4.05913
radius_1(117),3.62501,4.03335,4.23177
radius_1(118),4.03004,4.45845,4.00121
radius_1(119),3.97663,4.03155,4.12112
radius_1(120),3.51276,4.21821,4.46279
radius_1(121),3.82833,4.05263,4.63206
radius_1(122),3.19269,3.74936,4.61989
radius_1(123),2.87115,3.77818,4.47375
radius_1(124),3.93769,3.80552,4.40389
radius_1(125),3.82364,3.98947,4.33729
radius_1(126),3.91917,4.50241,4.32035
radius_1(127),3.60436,4.13926,4.17935
radius_1(128),3.88026,4.17903,4.29208
radius_1(129),3.53221,4.14942,4.4861
radius_1(130),3.90728,3.71752,4.15093
radius_1(131),3.87795,4.01343,4.09808
radius_1(132),3.56551,4.22021,4.19451
radius_1(133),3.73988,4.32184,3.60008
radius_1(134),3.11476,4.15359,3.93528
radius_1(135),3.30187,4.16235,3.79841
radius_1(136),3.79699,4.33007,3.85725
radius_1(137),3.44637,4.47841,3.76969
radius_1(138),3.4632,4.30031,3.77836
radius_1(139),3.38299,4.06079,3.86489
radius_1(140),3.77256,4.67975,3.40536
radius_1(141),3.53255,4.66785,3.8498
radius_1(142),3.48059,4.38832,4.2494
radius_1(143),3.44478,4.34287,4.30602
radius_1(144),3.42218,4.54205,4.4584
radius_1(145),3.83808,4.3877,4.20678
radius_1(146),3.8964,4.32532,4.09234
radius_1(147),4.32279,4.32587,3.78664
radius_1(148),4.05146,4.20306,3.54827
radius_1(149),4.25061,4.27271,3.44175
radius_1(150),4.39682,3.87665,4.0273
radius_1(151),4.16394,4.18292,4.39118
radius_1(152),3.75476,4.31622,4.00829
radius_1(153),3.11365,4.54395,4.08997
radius_1(154),3.51587,4.80701,3.91675
radius_1(155),3.61389,4.66528,4.0929
radius_1(156),3.57202,4.73467,4.04112
radius_1(157),3.52563,4.16217,3.88416
radius_1(158),4.1659,4.50873,4.23382
radius_1(159),3.35059,4.33691,4.3177
radius_1(160),4.11966,4.53119,4.18044
radius_1(161),3.13767,4.46218,4.31119
radius_1(162),3.71863,4.55927,4.0978
radius_1(163),4.17346,4.22937,3.70099
radius_1(164),4.00265,4.336,3.70906
radius_1(165),3.33435,4.18939,4.23337
radius_1(166),3.85913,4.77309,3.76934
radius_1(167),4.26908,4.84393,3.8856
radius_1(168),4.35001,4.43982,3.6842
radius_1(169),4.02601,4.68549,3.64254
radius_1(170),3.3678,4.23193,3.8695
radius_1(171),4.23207,4.41412,3.72461
radius_1(172),3.30562,4.54358,4.06937
radius_1(173),3.36243,4.25163,4.02466
radius_1(174),3.69949,3.99515,4.39124
radius_1(175),3.36431,3.89993,4.05714
radius_1(176),3.81018,3.94464,4.55103
radius_1(177),3.93469,3.86115,4.00629
radius_1(178),3.99654,4.04877,3.99444
radius_1(179),3.33423,3.81034,3.72752
radius_1(180),3.76286,4.25665,3.75506
radius_1(181),3.61728,4.69662,3.88038
radius_1(182),2.98429,4.49716,3.91156
radius_1(183),4.13623,4.14248,4.02642
radius_1(184),3.91555,4.41283,4.42537
radius_1(185),3.8153,4.30201,4.12475
radius_1(186),3.94719,3.96891,4.14695
radius_1(187),4.24892,3.92792,3.94249
radius_1(188),4.20008,3.99297,4.78071
radius_1(189),3.66994,3.86194,4.02888
radius_1(190),3.75444,3.71545,3.83548
radius_1(191),4.03616,4.31052,3.72864
radius_1(192),4.31213,4.09348,3.54693
radius_1(193),4.55621,3.96295,4.24446
radius_1(194),4.01013,4.15042,4.18701
radius_1(195),4.09424,4.50155,3.63365
radius_1(196),3.523,4.22817,3.49752
radius_1(197),3.41097,4.16355,4.01978
radius_1(198),3.4033,4.17915,4.17606
radius_1(199),3.22217,4.08905,4.22652
radius_1(200),3.39967,4.24414,3.6071
radius_1(201),3.07202,4.64807,3.91524
radius_1(202),2.68177,4.73636,4.14911
radius_1(203),3.04408,4.29015,4.29271
radius_1(204),3.29467,4.3178,3.70994
radius_1(205),2.98723,4.04645,3.85501
radius_1(206),3.37809,4.42652,3.80939
radius_1(207),3.01093,4.07672,4.67018
radius_1(208),3.32181,3.97012,3.68193
radius_1(209),3.36028,3.91376,4.17879
radius_1(210),3.09148,4.42072,4.47819
radius_1(211),3.41538,4.54177,3.85818
radius_1(212),3.22559,4.73232,3.8247
radius_1(213),3.47097,4.62565,3.76418
radius_1(214),3.1284,4.22972,3.59597
radius_1(215),3.49662,4.73922,3.89276
radius_1(216),3.15967,4.58301,4.18062
radius_1(217),3.2962,4.24085,4.19315
radius_1(218),3.08728,4.44684,3.91481
radius_1(219),3.53082,3.83068,3.83944
radius_1(220),3.47658,4.40149,4.02911
radius_1(221),3.33599,4.36603,4.0399
radius_1(222),3.42375,4.53348,4.33979
radius_1(223),3.20744,4.1645,4.16011
radius_1(224),3.27849,4.53768,3.59801
radius_1(225),3.34294,4.57373,3.70895
radius_1(226),3.69119,4.67992,3.63584
radius_1(227),3.61365,4.22074,3.78379
radius_1(228),3.62193,4.21037,3.62562
radius_1(229),3.44801,4.52722,3.76677
radius_1(230),3.21435,4.12701,3.61287
radius_1(231),3.20151,4.54799,3.71832
radius_1(232),3.34657,4.32987,4.25412
radius_1(233),3.45264,4.44687,3.7083
radius_1(234),3.73059,4.26899,3.75686
radius_1(235),3.68013,4.56468,3.67857
radius_1(236),3.54272,4.65595,3.66216
radius_1(237),3.19271,4.25989,4.5904
radius_1(238),3.18541,4.4328,4.25304
radius_1(239),3.48755,4.24819,3.62914
radius_1(240),3.3385,4.36616,3.84122
radius_1(241),3.46855,4.4548,3.93471
radius_1(242),3.18679,4.14496,4.07892
radius_1(243),3.16943,4.4401,4.22521
radius_1(244),3.18271,3.96029,3.96815
radius_1(245),3.42324,4.75787,3.94595
radius_1(246),3.35159,4.76672,4.55685
radius_1(247),3.43237,4.33173,3.99116
radius_1(248),3.33577,4.3999,4.61281
radius_1(249),3.49191,4.53151,4.02225
radius_1(250),3.66541,4.41455,4.22317
radius_1(251),3.28995,3.75851,4.78001
radius_1(252),3.10537,4.22084,4.1196
radius_1(253),3.02884,4.22656,4.62694
radius_1(254),3.09109,4.29314,4.83115
radius_1(255),3.35275,4.3056,4.47132
radius_1(256),3.28174,4.4903,4.18084
radius_1(257),3.41426,4.00659,4.46033
radius_1(258),3.42277,5.0623,4.05688
radius_1(259),3.539,4.45347,4.49742
radius_1(260),3.60526,4.43626,4.17821
radius_1(261),3.55179,4.19989,4.29288
radius_1(262),3.81891,3.88666,4.22609
radius_1(263),3.95444,4.29063,4.45683
radius_1(264),3.47072,4.19763,4.42588
radius_1(265),3.74278,4.43897,4.00375
radius_1(266),3.30052,4.00775,4.78399
radius_1(267),3.2958,4.23309,4.75459
radius_1(268),3.65292,4.09655,4.52567
radius_1(269),3.70939,4.45343,4.87228
radius_1(270),3.0856,4.08987,4.71236
radius_1(271),3.57414,4.29597,4.64846
radius_1(272),3.38813,4.16691,5.02052
radius_1(273),3.5301,4.28627,4.88124
radius_1(274),3.34201,4.17456,5.34992
radius_1(275),3.96726,4.44708,4.6527
radius_1(276),3.4338,4.2847,4.58571
radius_1(277),3.29014,4.22722,5.71838
radius_1(278),3.46591,4.17013,4.99744
radius_1(279),3.62349,4.32703,5.23145
radius_1(280),3.44317,4.63737,5.5943
radius_1(281),3.78059,4.54257,5.67035
radius_1(282),3.835,4.02573,5.74554
radius_1(283),3.35125,3.96366,5.00505
radius_1(284),3.91913,4.38554,5.62488
radius_1(285),3.81261,4.63996,5.29797
radius_1(286),3.33964,4.67662,5.4607
radius_1(287),3.50763,4.56008,5.17477
radius_1(288),4.14286,3.97214,5.41608
radius_1(289),3.64438,4.69558,5.51447
radius_1(290),3.43183,4.42589,5.42988
radius_1(291),3.74719,4.53522,5.20403
radius_1(292),3.79341,4.58692,5.53949
radius_1(293),3.70185,4.251,5.58028
radius_1(294),3.88097,4.54225,5.68707
radius_1(295),3.91292,4.76151,5.22223
radius_1(296),3.72621,4.17409,5.20242
radius_1(297),3.41964,4.64725,5.12206
radius_1(298),3.77413,4.65565,5.20921
radius_1(299),3.37982,4.31577,5.86703
radius_1(300),3.4094,4.30539,5.87009
radius_1(301),3.50011,4.53173,6.00458
radius_1(302),3.72854,4.17175,6.15149
radius_1(303),4.06163,4.33586,6.37317
radius_1(304),3.59287,4.48666,6.06153
radius_1(305),3.75795,4.42267,6.10688
radius_1(306),4.15479,4.78845,5.90098
radius_1(307),3.68554,4.7307,6.05266
radius_1(308),3.97166,4.21268,5.59681
radius_1(309),3.74268,4.33656,4.98806
radius_1(310),3.66132,4.14981,5.10951
radius_1(311),3.73268,4.81481,4.57604
radius_1(312),3.39248,4.22771,4.89913
radius_1(313),3.55767,4.62265,5.10582
radius_1(314),4.04099,4.16541,5.42541
radius_1(315),3.97754,4.92687,5.13913
radius_1(316),3.98913,4.19807,5.33484
radius_1(317),3.91385,5.08535,4.49327
radius_1(318),3.96906,4.80007,5.14502
radius_1(319),3.8488,4.42825,4.31078
radius_1(320),3.7533,4.06602,4.13359
radius_1(321),3.80824,4.57261,4.79502
radius_1(322),3.66846,4.40733,4.79214
radius_1(323),3.83082,4.56057,4.89393
radius_1(324),3.71942,4.91013,4.27292
radius_1(325),3.07503,4.85096,5.02759
radius_1(326),3.71818,4.89587,4.75382
radius_1(327),3.6292,4.59906,4.93843
radius_1(328),4.00766,4.31563,4.93593
radius_1(329),3.71618,4.54072,4.97969
radius_1(330),3.93202,4.38718,4.44755
radius_1(331),3.72163,4.55533,4.54987
radius_1(332),4.10951,4.16403,4.48285
radius_1(333),3.48522,4.42938,4.54007
radius_1(334),3.4105,4.27736,3.69849
radius_1(335),3.77115,4.89932,3.90846
radius_1(336),3.77044,4.80767,4.24535
radius_1(337),3.63912,4.73287,3.49837
radius_1(338),3.36896,4.86016,4.59574
radius_1(339),3.86816,4.61564,4.54275
radius_1(340),4.08461,4.33261,4.17555
radius_1(341),4.09973,4.60153,4.69117
radius_1(342),4.08441,4.64419,4.06869
radius_1(343),3.73059,4.35364,4.29812
radius_1(344),3.67273,4.71202,4.22557
radius_1(345),3.48106,4.50274,4.70289
radius_1(346),3.84001,5.00482,5
radius_1(347),4.21651,4.64367,5.14706
radius_1(348),3.78625,4.58509,5.173
radius_1(349),3.98401,5.24025,4.76606
radius_1(350),3.72607,5.08088,5.38401
radius_1(351),3.57058,5.04811,5.26404
radius_1(352),3.84262,4.75686,5.38641
radius_1(353),3.81613,4.75131,5.34232
radius_1(354),3.90838,5.39122,4.9376
radius_1(355),3.84032,4.70864,5.64755
radius_1(356),3.36408,4.75293,5.67015
radius_1(357),3.86817,4.80612,5.50311
radius_1(358),3.96953,4.25511,5.68807
radius_1(359),3.96155,4.14234,6.13904
radius_1(360),4.13814,4.3594,5.79171
radius_1(361),3.97886,4.36366,5.21305
radius_1(362),3.61271,4.2142,5.24975
radius_1(363),3.75877,4.35426,5.56718
radius_1(364),3.69662,3.98738,5.32004
radius_1(365),4.12269,4.25019,5.7362
radius_1(366),3.90636,4.57827,6
radius_1(367),3.57595,4.16106,6.17769
radius_1(368),3.7679,4.25328,6.03371
radius_1(369),3.86342,3.9379,5.53979
radius_1(370),3.51931,4.25699,6.11975
radius_1(371),3.86604,4.37905,5.99844
radius_1(372),3.78208,4.47806,6.0709
radius_1(373),3.89429,4.34275,6.18812
radius_1(374),4.03669,4.5015,5.79242
radius_1(375),3.84145,4.3581,5.8997
radius_1(376),3.83752,4.39322,6.05628
radius_1(377),3.71188,4.13991,6.25903
radius_1(378),3.91168,4.27362,5.8577
radius_1(379),3.73143,4.66201,5.4427
radius_1(380),2.82051,4.42848,4.86262
radius_1(381),4.20445,4.04649,4.98226
radius_1(382),3.84538,4.37093,5.3749
radius_1(383),3.9619,4.29339,5.89056
radius_1(384),4.00589,4.34769,4.99293
radius_1(385),4.20289,4.5864,5.66799
radius_1(386),3.66349,4.70336,5.11052
radius_1(387),4.04919,4.49117,4.70724
radius_1(388),3.93232,4.84405,4.70871
radius_1(389),3.83617,4.52178,4.49952
radius_1(390),3.64261,4.89549,4.26073
radius_1(391),4.15733,4.92368,4.29742
radius_1(392),3.95643,4.25994,3.80583
radius_1(393),4.05197,4.61243,4.06727
radius_1(394),3.72108,4.74524,3.93028
radius_1(395),3.42243,4.47559,3.23828
radius_1(396),3.75379,3.26942,3.4632
radius_1(397),3.75299,3.90389,3.83645
radius_1(398),3.37806,4.07081,3.92905
radius_1(399),3.53666,3.8509,3.59548
radius_1(400),3.02571,3.89056,3.70623
radius_1(401),4.22037,3.96401,3.78111
radius_1(402),3.06739,3.52416,3.5711
radius_1(403),4.16944,3.95986,3.3225
radius_1(404),3.6368,3.19995,3.75978
radius_1(405),4.05197,3.72726,3.66458
radius_1(406),3.52277,3.61955,3.62254
radius_1(407),3.83419,3.68908,3.39138
radius_1(408),3.40002,3.56492,3.95257
radius_1(409),3.68667,3.7214,3.76151
radius_1(410),4.21856,3.93186,4.14211
radius_1(411),3.438,3.91153,3.79883
radius_1(412),3.40002,3.72094,4.21092
radius_1(413),3.4751,3.7553,3.81932
radius_1(414),3.68381,3.98562,4.04165
radius_1(415),3.70172,4.22335,4.01095
radius_1(416),3.7343,4.21472,3.95913
radius_1(417),3.72621,3.76725,3.63986
radius_1(418),3.61821,4.44842,4.03187
radius_1(419),3.57656,3.91654,3.79783
radius_1(420),3.60093,4.84202,4.62999
radius_1(421),3.89332,3.55858,4.38476
radius_1(422),3.7943,3.54145,3.66615
radius_1(423),3.53465,3.21508,4.20324
radius_1(424),3.84973,3.65753,4.28665
radius_1(425),4.01994,3.88732,4.23912
radius_1(426),3.53765,3.26847,4.50281
radius_1(427),3.64588,3.5862,4.38955
radius_1(428),3.23938,3.83031,4.09094
radius_1(429),3.24983,3.49604,4.0145
radius_1(430),3.4594,3.91304,3.55171
radius_1(431),3.20519,3.50282,3.98585
radius_1(432),3.70001,3.82543,4.7388
radius_1(433),3.41246,3.57126,4.11107
radius_1(434),3.93176,3.28263,4.44848
radius_1(435),3.41267,3.53034,4.34162
radius_1(436),3.72621,3.69552,4.50765
radius_1(437),3.61578,3.46406,4.36875
radius_1(438),3.34253,3.78551,4.65089
radius_1(439),3.77256,4.04519,5.25009
radius_1(440),3.49317,3.80767,4.15641
radius_1(441),3.85905,4.35904,4.68012
radius_1(442),3.45405,4.28214,4.5331
radius_1(443),3.79457,3.52849,4.75873
radius_1(444),3.57671,4.02556,4.66555
radius_1(445),4.17419,3.77362,4.1453
radius_1(446),3.66499,3.93023,5.22956
radius_1(447),3.41314,3.90963,4.84881
radius_1(448),3.75435,3.68672,4.97616
radius_1(449),3.37328,4.17875,5.26459
radius_1(450),3.82496,4.14359,5.00631
radius_1(451),3.36961,3.79211,4.80355
radius_1(452),3.51944,4.25631,5.21205
radius_1(453),3.56388,4.21488,4.80284
radius_1(454),3.72444,3.9396,5.01135
radius_1(455),3.24414,4.06293,5.24151
radius_1(456),3.76505,4.76317,5.01571
radius_1(457),3.52431,4.23063,4.21839
radius_1(458),3.41361,4.14057,4.46702
radius_1(459),3.75217,4.48797,4.79518
radius_1(460),3.68115,3.90545,5.25337
radius_1(461),3.86448,4.07773,5.23776
radius_1(462),3.53913,4.32035,5.26506
radius_1(463),3.27776,4.56441,4.86226
radius_1(464),4.01893,4.04177,4.69953
radius_1(465),3.9464,4.12353,4.07477
radius_1(466),3.61597,4.15781,4.13436
radius_1(467),4.05237,4.39617,4.81798
radius_1(468),3.19972,4.27797,4.18821
radius_1(469),3.55988,4.55383,4.36059
radius_1(470),3.65596,3.93922,4.2912
radius_1(471),3.86397,4.10773,4.27429
radius_1(472),3.23559,4.0336,3.6288
radius_1(473),3.89237,3.8442,3.74245
radius_1(474),3.85979,4.3762,3.44542
radius_1(475),3.90387,4.27794,4.10078
radius_1(476),3.8573,4.04842,4.08304
radius_1(477),3.73273,4.12939,4.08179
radius_1(478),4.03608,4.16249,4.1672
radius_1(479),3.72558,4.55781,4.19821
radius_1(480),3.60217,3.49751,4.52951
radius_1(481),3.34344,4.18705,4.43255
radius_1(482),3.18237,3.74272,5.07115
radius_1(483),3.45459,3.66905,4.1632
radius_1(484),3.68591,4.04586,4.41473
radius_1(485),3.41877,4.08539,4.39538
radius_1(486),3.88184,4.5296,4.17044
radius_1(487),3.51533,4.30825,4.20538
radius_1(488),3.89296,4.57789,4.09045
radius_1(489),3.22437,4.04088,4.30479
radius_1(490),3.16575,4.3478,4.3066
radius_1(491),3.36968,4.16597,4.36489
radius_1(492),3.24109,4.2558,4.17093
radius_1(493),3.32677,3.65822,4.65476
radius_1(494),3.5031,3.6039,4.23569
radius_1(495),3.10876,3.91934,4.69013
radius_1(496),3.6123,4.30952,5.04986
radius_1(497),3.37659,4.1867,4.81128
radius_1(498),3.61311,4.3795,4.45251
radius_1(499),3.36688,4.34416,4.20001
radius_1(500),3.09648,4.15304,4.82874
radius_1(501),3.06285,3.8273,4.22937
radius_1(502),3.31433,4.05671,4.10016
radius_1(503),3.17444,4.38813,4.38336
radius_1(504),3.12497,4.28938,4.37198
radius_1(505),3.28333,3.88797,4.28751
radius_1(506),3.19995,3.65414,4.37324
radius_1(507),3.2384,4.1227,4.38118
radius_1(508),3.19995,4.05946,4.19883
radius_1(509),3.71814,3.90324,4.25814
radius_1(510),3,4.3389,4.29389
radius_1(511),2.96985,4.82581,4.0779
radius_1(512),2.99115,4.59998,4.69518
radius_1(513),3.78906,4.66278,5.0434
radius_1(514),3.93567,4.31974,5.06176
radius_1(515),2.92406,4.46202,5.09946
radius_1(516),2.91569,4.45247,4.92006
radius_1(517),3.37378,4.83508,4.5197
radius_1(518),3.44336,4.10402,4.99757
radius_1(519),3.19397,4.20001,4.49455
radius_1(520),3.2865,3.67656,4.77266
radius_1(521),2.76989,4.33711,4.64621
radius_1(522),3.24219,3.69768,4.35632
radius_1(523),3.30676,4.05935,4.13727
radius_1(524),2.98838,4.05902,4.26188
radius_1(525),3.72944,4.33781,4.45468
radius_1(526),3.28628,4.20156,4.27419
radius_1(527),3.80542,4.26348,4.0956
radius_1(528),3.21401,4.11847,3.9316
radius_1(529),3.54793,3.58167,4.02335
radius_1(530),4.01588,4.34764,4.0429
radius_1(531),3.79883,4.00649,4.07696
radius_1(532),3.45581,4.04929,4.15982
radius_1(533),3.39868,3.90241,3.75452
radius_1(534),3.18804,4.33975,4.0421
radius_1(535),3.55774,4.44896,3.9112
radius_1(536),3.7666,4.33183,3.74979
radius_1(537),3.70581,4.15379,3.99871
radius_1(538),3.05701,4.34223,3.92685
radius_1(539),3.04578,4.24041,4.64306
radius_1(540),3.85416,4.8242,4.34914
radius_1(541),3.06528,4.6841,4.42762
radius_1(542),2.7644,4.72169,4.70568
radius_1(543),3.31832,4.69385,4.22741
radius_1(544),3.33325,4.62851,4.17721
radius_1(545),3.26413,4.6412,4.31411
radius_1(546),3.8089,4.69515,4.02745
radius_1(547),3.50769,4.76537,4.01183
radius_1(548),3.26624,4.69776,4.04896
radius_1(549),3.76342,4.5646,4.63379
radius_1(550),3.45317,4.30039,4.34705
radius_1(551),3.36401,4.8647,3.78184
radius_1(552),3.2874,4.30366,3.92387
radius_1(553),3.68921,4.42755,4.07538
radius_1(554),3.15352,4.27989,4.84535
radius_1(555),3.5258,4.82019,4.6375
radius_1(556),3.28845,4.70409,4.66317
radius_1(557),3.1842,4.61133,4.79882
radius_1(558),3.65245,3.80312,4.52744
radius_1(559),3.45581,4.13023,4.0366
radius_1(560),3.67407,4.33474,4.48584
radius_1(561),3.74365,4.11142,3.91961
radius_1(562),4.04756,3.49984,4.48843
radius_1(563),3.63855,4.64558,4.72029
radius_1(564),2.91434,4.08277,4.73555
radius_1(565),3.74922,3.96262,4.68971
radius_1(566),3.49291,3.88499,4.10626
radius_1(567),4.18457,4.14754,3.86988
radius_1(568),3.90332,3.57217,4.59797
radius_1(569),2.6676,4.05589,5.18457
radius_1(570),3.79785,3.96918,4.68226
radius_1(571),3.6394,4.00989,4.44722
radius_1(572),3.40374,4.3713,4.67003
radius_1(573),3.918,4.55209,4.62775
radius_1(574),3.71326,3.83402,4.14918
radius_1(575),3.38532,3.58314,4.52739
radius_1(576),3.32739,4.90118,4.7377
radius_1(577),3.74841,3.9909,4.35437
radius_1(578),3.10443,3.33627,4.32703
radius_1(579),3.82068,4.61574,5.0246
radius_1(580),3.76274,4.15763,5.30096
