,larva(1),larva(4),larva(6)
radius_1(581),3.6333,4.32866,5.08523
radius_1(582),3.53593,4.79075,5.18836
radius_1(583),3.19324,3.99016,5.13067
radius_1(584),3.87769,3.98175,5.15333
radius_1(585),4.2478,4.4677,5.60368
radius_1(586),4.05884,4.86883,5.92279
radius_1(587),3.75979,4.35969,4.89326
radius_1(588),3.90039,4.21345,5.06666
radius_1(589),3.99992,4.0483,5.03093
radius_1(590),4.39795,4.6864,5.25031
radius_1(591),4.03088,4.10617,5.50183
radius_1(592),3.74167,3.97187,6.03919
radius_1(593),3.87096,4.65088,5.62293
radius_1(594),3.21545,4.43724,5.58081
radius_1(595),3.52904,4.59455,5.36584
radius_1(596),3.47261,3.91636,5.55431
radius_1(597),3.72778,4.13429,5.48224
radius_1(598),3.20947,4.52947,5.4908
radius_1(599),3.68237,3.93672,5.68623
radius_1(600),3.75415,4.33582,5.49819
radius_1(601),4.34802,3.98697,5.40254
radius_1(602),3.89568,4.00462,5.36556
radius_1(603),3.75341,4.07243,5.43905
radius_1(604),4.17798,4.25547,6.14765
radius_1(605),3.40002,4.07057,5.7758
radius_1(606),4.02056,4.1028,6.11347
radius_1(607),4.05383,3.76351,5.37175
radius_1(608),3.62598,4.44065,5.30209
radius_1(609),3.41296,4.04657,5.57774
radius_1(610),3.4353,4.40932,5.62536
radius_1(611),3.33679,3.68831,5.86028
radius_1(612),3.69739,4.64967,4.81742
radius_1(613),4.41065,4.96429,5.51987
radius_1(614),4.02478,4.64052,5.96255
radius_1(615),3.7271,4.15139,5.53965
radius_1(616),3.47206,4.30528,5.31362
radius_1(617),4.0376,4.92255,5.62923
radius_1(618),3.79926,4.82847,5.61305
radius_1(619),3.31055,4.00108,6.06966
radius_1(620),3.6596,3.75931,6.07007
radius_1(621),3.62988,4.67539,5.86967
radius_1(622),3.0157,4.34398,5.68957
radius_1(623),3.38898,4.35282,5.8906
radius_1(624),3.98163,4.27898,5.57758
radius_1(625),4.41516,4.19038,6.0767
radius_1(626),4.39404,4.86257,5.61827
radius_1(627),3.14564,4.29629,5.23278
radius_1(628),3.76026,4.02793,4.70322
radius_1(629),4.00565,3.98814,4.67712
radius_1(630),3.79844,4.32093,4.56062
radius_1(631),3.75172,4.0281,4.6105
radius_1(632),3.82686,4.41588,4.67679
radius_1(633),3.68948,4.13423,4.49939
radius_1(634),3.5524,4.64988,4.31844
radius_1(635),4.35876,4.05132,4.24061
radius_1(636),4.29224,4.23176,4.10955
radius_1(637),4.3855,3.9332,4.89406
radius_1(638),4.09651,4.06995,4.70834
radius_1(639),3.94066,4.76563,4.03578
radius_1(640),3.53613,4.86253,4.04608
radius_1(641),3.51701,4.76033,4.19823
radius_1(642),3.81535,4.26452,4.03903
radius_1(643),3.39978,3.8581,4.52083
radius_1(644),3.63965,4.04428,4.3681
radius_1(645),3.73999,3.95995,4.58648
radius_1(646),4.26025,4.45127,4.68369
radius_1(647),3.93335,4.129,4.59404
radius_1(648),3.79652,4.32317,4.58202
radius_1(649),4.41553,3.93698,4.81345
radius_1(650),3.40417,4.13457,4.4087
radius_1(651),3.57623,4.25813,4.2656
radius_1(652),3.49023,3.72137,4.15825
radius_1(653),3.31543,3.81024,4.44394
radius_1(654),2.76746,4.30644,4.28293
radius_1(655),3.24204,3.77252,4.67137
radius_1(656),3.73843,3.70573,5.24434
radius_1(657),3.59998,4.24164,5.09342
radius_1(658),2.54629,4.18882,5.05359
radius_1(659),3.39017,4.36077,4.36267
radius_1(660),3.4378,4.41773,5.17392
radius_1(661),3.16931,4.47004,4.99949
radius_1(662),3.66272,4.07648,5.44806
radius_1(663),3.64303,4.60146,5.02648
radius_1(664),3.41864,4.5126,5.62213
radius_1(665),3.42677,4.5984,5.45833
radius_1(666),3.40416,4.59848,5.81663
radius_1(667),4.07812,4.1379,6.01111
radius_1(668),3.79185,4.47955,5.95065
radius_1(669),3.25448,4.90052,6.04205
radius_1(670),3.37793,4.17868,5.86188
radius_1(671),3.79285,4.04562,5.98328
radius_1(672),3.45791,4.11141,6.54199
radius_1(673),3.42185,4.13733,5.96403
radius_1(674),3.44247,4.26003,5.82959
radius_1(675),3.26519,4.52162,5.06705
radius_1(676),2.79456,4.23949,6.01205
radius_1(677),3.14526,4.47129,6.48886
radius_1(678),3.06822,4.08221,6.06367
radius_1(679),3.24188,4.53143,6.43569
radius_1(680),2.70068,4.43508,6.34998
radius_1(681),2.82296,3.99975,5.49114
radius_1(682),3.00028,4.48928,5.50438
radius_1(683),3.2446,3.98865,5.81112
radius_1(684),2.58082,4.21535,6.46629
radius_1(685),3.47437,4.12551,5.58902
radius_1(686),3.20399,4.76378,5.74444
radius_1(687),3.21418,4.16099,4.94983
radius_1(688),3.24456,3.99349,5.59176
radius_1(689),3.73083,4.1289,5.08257
radius_1(690),2.98779,4.81716,4.73446
radius_1(691),3.28353,4.03134,4.86319
radius_1(692),3.58631,4.39879,5.25696
radius_1(693),3.65393,3.72683,5.65023
radius_1(694),3.38897,4.50163,5.5698
radius_1(695),3.65207,4.40587,5.55857
radius_1(696),3.69531,4.87526,5.09488
radius_1(697),3.23738,4.45533,5.55757
radius_1(698),3.23928,3.94575,5.14876
radius_1(699),3.81196,4.39831,6.12619
radius_1(700),3.64085,3.99905,5.37991
radius_1(701),4.23462,4.08769,5.44863
radius_1(702),3.81334,4.36784,5.41878
radius_1(703),3.896,3.80527,5.15961
radius_1(704),3.76282,4.40565,5.14027
radius_1(705),4.39439,4.01822,5.7189
radius_1(706),3.07189,4.24454,5.90189
radius_1(707),3.5906,4.78821,6.58423
radius_1(708),3.34946,4.66689,6.64349
radius_1(709),3.58569,4.53689,5.57353
radius_1(710),3.45569,4.64734,5.63317
radius_1(711),4.42245,4.06625,6.13617
radius_1(712),1.86263,4.06554,5.53489
radius_1(713),4.28968,3.6108,5.144
radius_1(714),1.04993,4.08828,5.5043
radius_1(715),4.54069,3.95635,5.86846
radius_1(716),1.55273,4.11213,5.40852
radius_1(717),3.81665,4.15911,5.82668
radius_1(718),1.70166,4.42999,5.70721
radius_1(719),2.34167,4.32956,5.5716
radius_1(720),3.17517,4.61497,6.23999
radius_1(721),2.64854,4.16155,6.36947
radius_1(722),2.30358,4.08179,6.00663
radius_1(723),1.69092,4.17182,5.62593
radius_1(724),2.39558,4.33051,5.64508
radius_1(725),3.07881,3.74584,5.54727
radius_1(726),2.67542,4.49978,5.52561
radius_1(727),1.9104,4.66646,5.64451
radius_1(728),2.19507,4.84858,5.1454
radius_1(729),2.89795,4.21666,5.02357
radius_1(730),2.9383,4.17843,5.24327
radius_1(731),2.95126,4.001,5.02858
radius_1(732),2.98208,3.90842,5.07987
radius_1(733),2.74622,3.89017,4.78268
radius_1(734),2.31824,3.80918,5.42668
radius_1(735),2.6554,4.38425,5.16412
radius_1(736),2.54333,4.40099,5.14331
radius_1(737),2.53992,5.22257,4.90644
radius_1(738),2.45732,4.60526,4.82818
radius_1(739),2.64327,4.4389,3.81129
radius_1(740),2.86999,4.38714,3.27499
radius_1(741),2.94744,4.1504,5.5996
radius_1(742),2.51727,4.22607,5.18479
radius_1(743),2.82611,4.7526,5.00929
radius_1(744),3.48193,4.09206,5.09306
radius_1(745),2.76205,4.66659,5.21948
radius_1(746),2.96814,4.46411,6.10113
radius_1(747),3.30701,4.85399,5.83374
radius_1(748),3.31165,4.38628,6.03666
radius_1(749),3.12036,3.92202,6.32473
radius_1(750),2.62627,4.17582,6.26082
radius_1(751),3.00387,4.75663,6.86452
radius_1(752),3.35996,3.76393,5.93759
radius_1(753),3.45533,4.52242,6.9209
radius_1(754),3.20132,4.72908,6.17656
radius_1(755),2.90763,4.63422,6.99061
radius_1(756),3.66931,4.33598,6.54324
radius_1(757),4.2492,4.0515,6.32241
radius_1(758),3.411,4.06254,6.35593
radius_1(759),3.92775,4.26503,5.96241
radius_1(760),3.74769,4.63908,6.02439
radius_1(761),3.09852,4.27557,6.47614
radius_1(762),3.32769,3.99103,7.07471
radius_1(763),3.40055,4.88201,6.01748
radius_1(764),3.37565,4.04041,6.72992
radius_1(765),2.71884,4.2439,5.84131
radius_1(766),2.77637,4.23633,5.50381
radius_1(767),3.052,4.74341,5.46851
radius_1(768),2.91382,3.41867,5.76605
radius_1(769),2.25146,4.24825,5.25672
radius_1(770),2.28125,4.27311,5.13232
radius_1(771),2.58472,3.8125,5.91376
radius_1(772),2.65759,4.57959,6.18732
radius_1(773),2.97241,4.49426,5.98663
radius_1(774),2.54358,3.95166,6.2525
radius_1(775),2.56169,3.33459,6.32805
radius_1(776),3.09072,3.93017,6.22003
radius_1(777),3.34907,4.21167,6
radius_1(778),3.57373,4.17304,5.93671
radius_1(779),3.01135,4.72815,5.93024
radius_1(780),3.01632,4.37659,5.17687
radius_1(781),3.17334,4.53198,5.53168
radius_1(782),2.69836,3.96362,5.89423
radius_1(783),3.22217,3.72418,5.76331
radius_1(784),3.26123,4.32153,4.95227
radius_1(785),2.69727,4.39465,6.41742
radius_1(786),3.55347,4.89124,5.45736
radius_1(787),4.08569,4.19788,6.08975
radius_1(788),3.46392,4.53685,6.2973
radius_1(789),3.33688,4.35889,5.92123
radius_1(790),3.00931,4.17334,6.12524
radius_1(791),3.25635,3.82941,5.98552
radius_1(792),2.95239,4.37012,5.48151
radius_1(793),2.33911,4.14172,5.69763
radius_1(794),3.01978,3.82959,5.59311
radius_1(795),3.38184,4.29224,6.12013
radius_1(796),3.52817,3.48582,6.48517
radius_1(797),3.40018,4.68396,5.99273
radius_1(798),4.03772,4.68604,6.15851
radius_1(799),3.63444,4.1748,5.87331
radius_1(800),2.83386,3.96191,6.05941
radius_1(801),3.12915,4.08826,6.23948
radius_1(802),2.50159,3.94141,5.97631
radius_1(803),2.53598,3.3956,6.16716
radius_1(804),2.39407,3.90955,5.82421
radius_1(805),2.94116,4.21533,5.92939
radius_1(806),2.62705,4.26636,6.15094
radius_1(807),2.60468,3.95923,5.90846
radius_1(808),3.16406,4.00488,5.74974
radius_1(809),3.33264,4.29295,5.72791
radius_1(810),3.44714,4.09998,5.83025
radius_1(811),3.22534,3.67688,5.57876
radius_1(812),3.26855,3.7905,5.86972
radius_1(813),2.93201,4.24536,5.75383
radius_1(814),2.74475,4.12854,5.3791
radius_1(815),2.56458,4.13046,5.6884
radius_1(816),2.87019,4.35132,5.75994
radius_1(817),2.12698,4.29385,6.14697
radius_1(818),3.95618,4.448,6.30341
radius_1(819),3.62024,4.36475,5.92366
radius_1(820),3.39099,3.939,6.20726
radius_1(821),2.80324,4.21179,6.15951
radius_1(822),3.04871,4.3457,5.59574
radius_1(823),3.30347,4.01432,5.12422
radius_1(824),2.98193,4.02708,5.34725
radius_1(825),2.7699,3.56859,5.24561
radius_1(826),3.67712,4.07446,5.46829
radius_1(827),4.30444,3.93018,5.4304
radius_1(828),3.71875,3.6707,5.28503
radius_1(829),3.35536,3.71134,5.93799
radius_1(830),2.85475,3.82166,6.12759
radius_1(831),2.91223,3.47806,5.8457
radius_1(832),3.38989,3.94543,6.08921
radius_1(833),3.69287,4.58801,5.77753
radius_1(834),3.15649,4.01685,5.59887
radius_1(835),3.70217,3.53789,6.26274
radius_1(836),3.65828,3.57042,6.08798
radius_1(837),3.22168,4.22053,5.7097
radius_1(838),3.56714,3.51615,6.10229
radius_1(839),3.3089,3.98683,5.71204
radius_1(840),3.57613,3.71938,4.90948
radius_1(841),4.07764,3.32639,5.48703
radius_1(842),3.73254,3.72032,5.90514
radius_1(843),3.43909,3.6554,5.4954
radius_1(844),3.60767,3.89483,5.61521
radius_1(845),3.42529,3.51505,4.71967
radius_1(846),3.03866,3.57605,5.15322
radius_1(847),3.38232,3.4278,5.23392
radius_1(848),3.73623,3.96996,6.03368
radius_1(849),3.59103,3.98989,6.03141
radius_1(850),3.9801,3.36586,5.31608
radius_1(851),3.67037,3.44529,5.12211
radius_1(852),4.10522,4.20376,5.83047
radius_1(853),3.55977,4.60007,6.00916
radius_1(854),2.70158,4.4179,4.69968
radius_1(855),3.33266,3.96129,4.26753
radius_1(856),2.81723,3.86661,4.65036
radius_1(857),3.16736,3.91793,4.87098
radius_1(858),3.24292,3.82511,4.6853
radius_1(859),3.53735,4.03403,4.76754
radius_1(860),3.72852,3.52087,5.01809
radius_1(861),3.68179,3.73197,5.03504
radius_1(862),4.01648,3.89038,5.37623
radius_1(863),4.21545,3.92973,4.85327
radius_1(864),3.71106,4.62329,4.96179
radius_1(865),3.05237,4.06065,4.98516
radius_1(866),3.30965,3.85225,5.14306
radius_1(867),2.51721,3.779,5.37115
radius_1(868),2.89378,3.85645,4.9424
radius_1(869),2.72629,4.20772,5.20291
radius_1(870),3.45215,3.74121,5.63531
radius_1(871),2.8946,3.56481,5.31668
radius_1(872),3.25781,3.97717,5.32214
radius_1(873),2.92651,3.69275,5.43958
radius_1(874),3.2821,4.26974,5.33199
radius_1(875),2.90186,4.2163,5.63293
radius_1(876),2.77113,3.76411,5.36939
radius_1(877),2.87073,4.0387,5.22382
radius_1(878),2.59943,4.22505,5.5332
radius_1(879),3.05078,3.45426,5.35421
radius_1(880),2.888,4.15583,5.04588
radius_1(881),2.83535,3.79201,5.77189
radius_1(882),2.54785,3.93853,5.42546
radius_1(883),2.60025,4.54779,5.52162
radius_1(884),3.12261,3.49422,5.19943
radius_1(885),2.76987,3.87688,6.24019
radius_1(886),2.48642,3.75476,6.00378
radius_1(887),3.60959,4.04231,5.64183
radius_1(888),3.58569,4.25682,5.68632
radius_1(889),3.31665,3.9231,5.54431
radius_1(890),2.77991,4.02853,4.94174
radius_1(891),2.4292,4.03328,5.49964
radius_1(892),2.53992,4.16436,4.85522
radius_1(893),3.08154,4.59779,5.48153
radius_1(894),2.45971,3.93445,5.22394
radius_1(895),2.97186,4.21078,5.27041
radius_1(896),2.93929,4.1764,5.1326
radius_1(897),3.29199,4.19711,5.14489
radius_1(898),3.37549,3.47378,5.50938
radius_1(899),2.82825,4.12134,5.54983
radius_1(900),3.05611,3.80753,4.66393
radius_1(901),2.633,3.8977,4.37673
radius_1(902),2.78958,4.51018,4.50504
radius_1(903),2.7851,4.2858,4.45118
radius_1(904),2.14368,3.68631,4.86294
radius_1(905),2.60892,3.88806,4.56879
radius_1(906),2.55239,4.17276,4.18257
radius_1(907),2.06446,3.95293,4.66936
radius_1(908),2.54149,4.2879,4.65507
radius_1(909),2.24601,4.03004,4.39802
radius_1(910),2.91702,4.25541,5.09323
radius_1(911),2.48267,3.92749,4.85711
radius_1(912),2.61315,4.12943,4.58415
radius_1(913),2.8161,4.39858,4.83755
radius_1(914),2.56922,3.83313,4.83114
radius_1(915),3.44317,3.92529,4.64971
radius_1(916),2.94323,4.21003,4.3092
radius_1(917),2.83912,4.25317,4.53592
radius_1(918),2.32116,4.60073,5.0419
radius_1(919),2.61367,3.91238,4.742
radius_1(920),2.43274,4.54672,4.73126
radius_1(921),2.73983,4.4148,4.76275
radius_1(922),2.48083,4.4789,4.60357
radius_1(923),2.83369,3.96025,5.22382
radius_1(924),2.74205,3.4529,5.34412
radius_1(925),2.42714,3.78363,5.12891
radius_1(926),3.17154,4.39746,4.51172
radius_1(927),2.53802,4.64182,4.69032
radius_1(928),2.56557,3.79105,4.71446
radius_1(929),2.95281,3.83759,4.31689
radius_1(930),1.96526,3.64129,4.76721
radius_1(931),2.28487,4.31907,4.65843
radius_1(932),2.63519,4.09839,5.10232
radius_1(933),2.82644,4.08165,5.12037
radius_1(934),3.34029,4.04978,5.45516
radius_1(935),3.24137,4.51059,5.29517
radius_1(936),2.90765,3.14256,5.09821
radius_1(937),2.53089,4.03441,5.15771
radius_1(938),3.13925,3.54228,4.76056
radius_1(939),2.94383,4.02813,4.82196
radius_1(940),2.98587,4.17655,4.81837
radius_1(941),2.52526,3.81279,4.72819
radius_1(942),3.01622,3.7566,5.15155
radius_1(943),3.11405,3.61781,5.18524
radius_1(944),2.93837,4.12363,4.67948
radius_1(945),3.17493,4.10458,5.54345
radius_1(946),3.54986,4.18276,4.98133
radius_1(947),2.98443,4.10878,5.43408
radius_1(948),2.95618,4.17273,5.22863
radius_1(949),2.90253,4.10126,5.08363
radius_1(950),3.21967,4.00708,4.94049
radius_1(951),3.03131,4.12821,5.07442
radius_1(952),2.7453,4.43408,4.82508
radius_1(953),2.84555,4.37166,4.69036
radius_1(954),2.54686,4.60541,4.83244
radius_1(955),3.06433,4.73816,5.25671
radius_1(956),3.23187,3.96654,5.22531
radius_1(957),3.10119,4.17053,5.77144
radius_1(958),3.18958,4.8681,5.72823
radius_1(959),2.77918,4.17771,5.00494
radius_1(960),2.96998,4.35718,5.29669
radius_1(961),2.89584,3.93625,5.49185
radius_1(962),3.03413,4.29866,4.88538
radius_1(963),2.93693,4.49113,4.96818
radius_1(964),2.66332,4.47625,5.02381
radius_1(965),2.73315,4.78955,4.662
radius_1(966),3.18678,4.41223,5.10329
radius_1(967),2.28811,4.54674,4.90839
radius_1(968),2.51006,4.43115,4.89844
radius_1(969),2.75099,4.27914,4.74022
radius_1(970),2.92985,3.78246,5.47974
radius_1(971),2.52174,4.36631,5.38363
radius_1(972),2.81505,4.40743,5.60331
radius_1(973),3.13684,3.92811,5.76248
radius_1(974),3.36247,4.6046,5.71137
radius_1(975),3.25992,3.73364,5.55348
radius_1(976),3.21627,4.42067,5.58944
radius_1(977),2.98863,4.55394,5.51283
radius_1(978),3.06672,4.29201,5.41339
radius_1(979),2.99869,3.83347,5.30526
radius_1(980),3.21083,4.41612,4.91733
radius_1(981),3.27324,4.26943,5.25082
radius_1(982),3.35222,4.31473,5.30827
radius_1(983),3.16161,4.12717,5.68111
radius_1(984),3.45676,4.48107,6.0108
radius_1(985),4.4271,4.51295,5.55302
radius_1(986),5.17285,4.76673,5.56351
radius_1(987),5.38108,4.33025,5.5799
radius_1(988),5.10391,4.38675,5.49537
radius_1(989),5.08759,4.45627,5.46995
radius_1(990),5.00603,5.1153,5.47454
radius_1(991),4.12063,4.01294,5.49031
radius_1(992),4.58074,4.29797,5.42444
radius_1(993),3.83032,4.07511,5.07771
radius_1(994),3.72621,4.14282,5.03028
radius_1(995),3.75762,3.4744,4.90736
radius_1(996),4.11943,4.3938,5.59251
radius_1(997),3.86475,4.64868,5.42445
radius_1(998),3.55732,4.64767,5.35892
radius_1(999),3.81045,4.41573,5.39967
radius_1(1000),4.15589,3.91049,5.75146
radius_1(1001),3.72762,4.32001,5.4937
radius_1(1002),3.69814,3.68324,5.70383
radius_1(1003),4.6029,4.02555,5.77097
radius_1(1004),3.77334,4.23286,5.22033
radius_1(1005),4.10419,3.94805,5.11509
radius_1(1006),4.30613,4.50088,5.2898
radius_1(1007),3.52705,4.92086,5.16013
radius_1(1008),3.75745,4.39787,5.47821
radius_1(1009),4.37686,4.24378,5.31577
radius_1(1010),4.44505,4.69296,5.51019
radius_1(1011),3.1289,4.40796,5.52892
radius_1(1012),5.33318,3.85555,5.71682
radius_1(1013),6.17946,4.00975,5.09576
radius_1(1014),4.29462,3.7694,5.71991
radius_1(1015),3.72705,3.78227,5.66892
radius_1(1016),4.24658,5.19873,5.18507
radius_1(1017),4.01679,3.87156,5.26935
radius_1(1018),4.18937,4.10432,5.05274
radius_1(1019),3.81897,3.75505,5.18733
radius_1(1020),4.12384,3.85485,5.49109
radius_1(1021),3.1332,3.81618,5.04776
radius_1(1022),4.38838,3.95264,5.46149
radius_1(1023),4.25348,4.48877,5.19238
radius_1(1024),4.71339,4.37754,5.24984
radius_1(1025),3.85542,4.94616,5.68364
radius_1(1026),3.52138,4.68091,5.63001
radius_1(1027),4.39719,5.00464,5.58926
radius_1(1028),3.88252,4.89746,5.81876
radius_1(1029),3.18579,4.2926,5.74609
radius_1(1030),3.39685,4.38037,5.10297
radius_1(1031),2.82263,4.59839,5.40713
radius_1(1032),3.48098,4.11496,5.05017
radius_1(1033),3.40971,4.82141,5.29442
radius_1(1034),3.45252,4.14331,4.91121
radius_1(1035),3.55198,4.68945,5.44409
radius_1(1036),3.19502,5.46045,5.33892
radius_1(1037),3.37658,4.38171,5.49358
radius_1(1038),3.46122,4.2771,5.50228
radius_1(1039),3.1785,4.37988,5.57232
radius_1(1040),3.18991,4.27881,5.58679
radius_1(1041),3.29342,4.87048,5.9111
radius_1(1042),3.75763,4.27249,5.55786
radius_1(1043),3.95949,4.53856,5.20472
radius_1(1044),4.09397,4.82009,5.36634
radius_1(1045),4.21977,4.50979,5.4847
radius_1(1046),3.68923,5.3114,5.19663
radius_1(1047),4.20941,3.7665,5.00209
radius_1(1048),3.57705,4.52178,5.10627
radius_1(1049),3.7168,4.27257,5.34613
radius_1(1050),3.73001,4.55681,5.28188
radius_1(1051),2.79132,4.69989,5.02023
radius_1(1052),3.42954,4.52154,5.68481
radius_1(1053),4.0057,4.44078,5.53782
radius_1(1054),4.1426,4.53449,5.19057
radius_1(1055),3.39625,5.12798,5.77485
radius_1(1056),4.20682,4.06959,5.44879
radius_1(1057),4.23239,4.2613,5.47827
radius_1(1058),4.37833,4.47689,5.17241
radius_1(1059),4.26056,4.32756,5.45441
radius_1(1060),3.79283,4.49956,5.25426
radius_1(1061),3.36411,3.99073,5.45371
radius_1(1062),3.6991,3.78956,5.3826
radius_1(1063),3.53136,4.24484,5.68903
radius_1(1064),3.41797,4.53337,5.18085
radius_1(1065),3.5964,4.77551,5.35663
radius_1(1066),3.74451,3.97029,5.17801
radius_1(1067),4.10747,4.27864,5.3861
radius_1(1068),4.02794,3.90378,5.68677
radius_1(1069),4.41843,3.78169,5.42464
radius_1(1070),4.26989,3.70372,5.28053
radius_1(1071),4.28413,3.55731,5.31425
radius_1(1072),3.75055,4.01932,5.08913
radius_1(1073),3.58812,4.51454,5.14444
radius_1(1074),3.79353,4.38239,4.63295
radius_1(1075),3.92715,4.30239,5.41688
radius_1(1076),3.67339,4.73791,5.56723
radius_1(1077),3.97815,4.10268,5.34549
radius_1(1078),4.04869,4.07247,5.29381
radius_1(1079),4.12025,4.29309,5.25261
radius_1(1080),4.39111,4.46227,5.47903
radius_1(1081),4.61389,3.61591,5.8189
radius_1(1082),4.57681,3.98669,5.6427
radius_1(1083),4.93346,3.86565,5.29976
radius_1(1084),4.24209,4.31045,5.53367
radius_1(1085),4.3222,3.87,5.37561
radius_1(1086),4.45886,4.17377,5.20508
radius_1(1087),4.54079,3.9801,5.38992
radius_1(1088),4.5659,4.29862,5.2123
radius_1(1089),4.63728,3.92741,5.11018
radius_1(1090),4.57375,4.19698,5.43896
radius_1(1091),5.17804,3.78526,5.24738
radius_1(1092),5.27464,4.07719,5.6985
radius_1(1093),4.78574,4.16513,5.70569
radius_1(1094),4.71566,3.84809,5.59997
radius_1(1095),4.57936,4.44796,5.625
radius_1(1096),4.39404,4.41418,5.4538
radius_1(1097),4.60146,4.89299,5.42641
radius_1(1098),4.83156,3.84245,5.2309
radius_1(1099),5.09735,3.90909,5.19279
radius_1(1100),5.20309,4.14127,5.30388
radius_1(1101),5.24844,4.37587,5.19221
radius_1(1102),5.37046,3.95296,5.30231
radius_1(1103),4.82528,4.38959,5.44775
radius_1(1104),4.70597,4.05565,5.36342
radius_1(1105),4.15209,4.15848,5.42929
radius_1(1106),4.15745,4.1896,5.28659
radius_1(1107),4.48217,3.96686,5.50762
radius_1(1108),4.38678,4.08477,4.96644
radius_1(1109),4.52035,4.24787,4.87395
radius_1(1110),4.91763,4.69628,5.37468
radius_1(1111),4.63409,4.22248,5.27028
radius_1(1112),4.39093,4.73318,5.31262
radius_1(1113),4.4014,4.13553,5.31331
radius_1(1114),4.13983,4.92291,5.1824
radius_1(1115),4.22104,4.54458,5.23031
radius_1(1116),4.01321,4.73814,5.33421
radius_1(1117),4.51195,4.57431,5.43565
radius_1(1118),4.29357,4.7176,5.60074
radius_1(1119),4.25894,4.62433,5.73473
radius_1(1120),4.38593,3.84809,5.5796
radius_1(1121),4.29026,4.71048,5.57067
radius_1(1122),4.24854,4.50685,5.08129
radius_1(1123),5.01707,4.84837,5.49546
radius_1(1124),5.03757,4.15641,5.69789
radius_1(1125),4.14083,4.70698,5.55881
radius_1(1126),4.20095,4.09055,5.57441
radius_1(1127),4.22051,4.17799,5.04294
radius_1(1128),4.49414,4.56818,5.31971
radius_1(1129),4.14139,4.51083,5.60463
radius_1(1130),4.93582,3.87169,5.473
radius_1(1131),4.79837,4.38932,5.88754
radius_1(1132),4.63236,4.44402,5.70673
radius_1(1133),4.72135,3.90582,5.23532
radius_1(1134),4.77547,3.79198,5.8198
radius_1(1135),4.65894,4.17499,5.32846
radius_1(1136),4.61834,4.6747,5.01492
radius_1(1137),4.87825,4.25192,5.74931
